sno,eno,belief_A,belief_B,belief_Q,cg_A,cg_B,order,question,answer,context_type,cid,annotator
60,60.2,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
60,60.2,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
135,60.2,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,mid,4245,Magda
135,60.2,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,mid,4245,Magda
135,60.2,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,mid,4245,Magda
135,60.2,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,mid,4245,Magda
135,60.2,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,mid,4245,Magda
135,60.2,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,mid,4245,Magda
135,60.2,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
135,60.2,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,mid,4245,Magda
210,60.2,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,end,4245,Magda
210,60.2,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,end,4245,Magda
210,60.2,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,end,4245,Magda
210,60.2,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,end,4245,Magda
210,60.2,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,end,4245,Magda
210,60.2,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Tom being the only person that understands A's circumstances was really tough?,No,end,4245,Magda
210,60.2,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
210,60.2,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Tom being the only person that understands A's circumstances was really tough?,Yes,end,4245,Magda
1,60.3,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
1,60.3,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
30,60.3,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
30,60.3,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
60,60.3,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
60,60.3,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
60,60.3,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
60,60.3,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
60,60.3,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
60,60.3,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
60,60.3,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
60,60.3,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
135,60.3,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
135,60.3,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
135,60.3,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
135,60.3,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
135,60.3,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
135,60.3,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,mid,4245,Magda
135,60.3,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
135,60.3,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,mid,4245,Magda
210,60.3,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
210,60.3,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
210,60.3,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
210,60.3,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
210,60.3,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
210,60.3,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,No,end,4245,Magda
210,60.3,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
210,60.3,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that Tom being the only person that understands A's circumstances was a lot of pressure on both A and Tom?,Yes,end,4245,Magda
1,64.0,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
1,64.0,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
32,64.0,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
32,64.0,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Blimpie's scared A while readjusting to Americanisms?,No,mid,4245,Magda
64,64.0,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
64,64.0,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
64,64.0,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
64,64.0,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that Blimpie's scared A while readjusting to Americanisms?,No,end,4245,Magda
64,64.0,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that Blimpie's scared A while readjusting to Americanisms?,Yes,end,4245,Magda
