CID,Annotator,Sentence,Sno.
4310,Magda,B: Reassuring in a way I would think.,52
4310,Magda,"A: y-, yeah, but these very %um,",53
4310,Magda,B: yeah.,54
4310,Magda,A: you know they’re such sort of specific little things {laugh}.,55
4310,Magda,B: yeah.,56
4310,Magda,"A: And %um,",57
4310,Magda,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.",58
4310,Magda,A: So,59
4310,Magda,B: so I thought once it was induced there was like no stopping it.,60
4310,Magda,A: No they can hold you back,61
4310,Magda,B: %hm.,62
4310,Magda,"A: a little bit, you know.",63
4310,Magda,B: %hm.,64
4310,Magda,"A: Once, depends how much stuff they give you.",65
4310,Magda,B: How much stuff they give you. yeah.,66
4310,Magda,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.,67
4310,Magda,B: ((mhm)) [[faint]],68
4310,Magda,B: uh-huh.,69
4310,Magda,"A: %um, and the doctor showed up around three and &Mae was born at five twenty five.",70
4310,Magda,B: mhm.,71
4310,Magda,A: Eight pounds eight ounces.,72
4310,Magda,B: mhm.,73
4310,Magda,A: And screaming.,74
4310,Magda,B: mhm.,75
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76
4310,Magda,B: {laugh},77
4310,Magda,B: uh-huh.,78
4310,Magda,A: And there were a lot of babies being born. You didn’t hear them all.,79
4310,Magda,B: uh-huh.,80
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81
4310,Magda,B: uh-huh.,82
4310,Magda,A: And then she said that’s her. You can hear her {laugh},83
4310,Magda,B: {laugh},84
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85
4310,Magda,B: uh-huh mhm.,86
4310,Magda,B: Right.,87
4310,Magda,A: Usually they look a bit bashed up {breath}.,88
4310,Magda,B: yeah.,89
4310,Magda,B: A bit worn.,90
4310,Magda,"A: But she’s got a nice shaped head and, you know she doesn’t look like she was %um, you know she’s not a cone head.",91
4310,Magda,B: mhm.,92
4310,Magda,B: But did you get to see her in a few hours or,93
4310,Magda,A: a-,94
4310,Magda,"A: Well what happened no right away there, there was a very nice %um",95
4310,Magda,A: delivery nurse who we had spoken to earlier in the day named &Tina.,96
4310,Magda,B: mhm.,97
4310,Magda,B: mhm.,98
4310,Magda,B: mhm.,99
4310,Magda,A: And what they do is they take the baby from the delivery room to the nursery.,100
4310,Magda,B: mhm.,101
4310,Magda,"A: Normally they go directly and &Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting",102
4310,Magda,B: mhm.,103
4310,Magda,B: mhm ((outside)),104
4310,Magda,B: mhm.,105
4310,Magda,A: and let us hold her.,106
4310,Magda,B: mhm.,107
4310,Magda,A: So she was just minutes old then.,108
4310,Magda,B: Wow.,109
4310,Magda,A: So we held her for just a couple minutes and,110
4310,Magda,B: uh-huh.,111
4310,Magda,A: it was really funny because you could hear her coming up the hall screaming,112
4310,Magda,B: uh-huh.,113
4310,Magda,A: loudly.,114
4310,Magda,B: uh-huh.,115
4310,Magda,B: uh-huh.,116
4310,Magda,"A: She handed her to me screaming loudly and I said to &Tina and also to the,",117
4310,Magda,B: uh-huh.,118
4310,Magda,"A: the birth mother’s mother there, you know oh &Robert has the magic touch.  I handed her to &Robert. Instant silence.",119
4310,Magda,B: uh-huh.,120
4310,Magda,B: uh-huh.,121
4310,Magda,A: Instant.,122
4310,Magda,A: She just stopped screaming immediately.,123
4310,Magda,B: uh-huh.,124
4310,Magda,B: uh-huh.,125
4310,Magda,A: So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again. {laugh},126
4310,Magda,B: uh-,127
4310,Magda,B: uh-huh. {laugh},128
4310,Magda,A: And she did {laugh},129
4310,Magda,B: uh-huh.,130
4310,Magda,A: And off they went to the nursery and then you watched through the glass,131
4310,Magda,B: That must have [distorted] been very reassuring for &Robert.,132
4310,Magda,"A: It was very nice wasn’t it. It was very wonderful for &Robert and for me too just to see, I knew it would work too.",133
4310,Magda,B: Very nice. yeah.,134
4310,Magda,B: uh-huh.,135
4310,Magda,B: uh-huh.,136
4310,Magda,B: yeah.,137
4310,Magda,"A: I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138
4310,Magda,B: yeah.,139
4310,Magda,"B: I think it’s partly it but there’re certain kind of men who, I think it’s men who have like these big",140
4310,Magda,"B: I have this theory [[says laughing]] that it’s men who are very broad right under the elbow you know like,",141
4310,Magda,A: Wait a minute. Broad under the elbow.  You mean in the chest?,142
4310,Magda,B: like,143
4310,Magda,B: No. From the elbow down towards the wrist.,144
4310,Magda,A: oh.,145
4310,Magda,B: Who have like these big broad forearms.,146
4310,Magda,A: {laugh},147
4310,Magda,B: {laugh},148
4310,Magda,B: I think babies like that.,149
4310,Magda,"A: You think it gives, it gives security.  I suppose.",150
4310,Magda,B: (( )) Do you remember &Otto who moved my filing cabinet that time in &Philadelphia he’s another one?,151
4310,Magda,A: Yes. uh-huh.,152
4310,Magda,A: uh-huh.,153
4310,Magda,A: yeah. He’s big.  He’s sort of solid to me.,154
4310,Magda,B: who,155
4310,Magda,B: He’s sort of very solid and they (( )) just love it [distortion].,156
4310,Magda,A: But &Robert’s not big like that.,157
4310,Magda,"B: No, but he, but &Robert is big below the elbows I’ll bet if you check.",158
4310,Magda,A: {laugh} I’ll have to check out below &Robert’s elbows {laugh},159
4310,Magda,B: {laugh},160
4310,Magda,"A: At any rate, %um",161
4310,Magda,"A: So that was nice and then we watched through the nursery while they do,",162
4310,Magda,A: if you survive the first four hours of life in the nursery you’ll survive anything after.  It’s the most sort of appalling introduction to life.,163
4310,Magda,B: uh-huh.,164
4310,Magda,B: uh-huh.,165
4310,Magda,B: uh-huh.,166
4310,Magda,B: uh-huh.,167
4310,Magda,A: But I was kind of scared at that point because we’re looking in and there’re all these nice sweet little pale babies lying there limp,168
4310,Magda,B: uh-huh.,169
4310,Magda,A: and there’s &Mae and she’s big compared to the rest and she was bright red and she is screaming and she screamed and she screamed and she screamed and all the rest of them as soon as they,170
4310,Magda,B: uh-huh.,171
4310,Magda,B: uh-huh.,172
4310,Magda,B: uh-huh. ((Um-huh)) [distortion],173
4310,Magda,B: uh-huh,174
4310,Magda,A: they sort of get exhausted after two screams and collapse.,175
4310,Magda,B: yeah.,176
4310,Magda,A: And she was healthy I guess.,177
4310,Magda,B: uh-huh {laugh}.,178
4310,Magda,A: And she just screamed and screamed and screamed and screamed and screamed and I thought oh my god what have we wrought here. {laugh},179
4310,Magda,B: Did they tell you her ((apgar)) or whatever they call that?,180
4310,Magda,A: How (( )),181
4310,Magda,"A: They didn’t tell us anything.  In fact, at the hospital they weren’t",182
4310,Magda,"A: the, there were someth-, the individual people we had contact with were, were decent to us and friendly",183
4310,Magda,B: Were nice.,184
4310,Magda,"A: but %um the hospital policy was rather unfriendly to us and they wouldn’t, like we had been told, we they have a room called the bonding room",185
4310,Magda,B: yeah.,186
4310,Magda,B: uh-huh.,187
4310,Magda,B: uh-huh.,188
4310,Magda,"A: and the whole purpose of the room is to let people be in it with the baby, who --",189
4310,Magda,B: uh-huh.,190
4310,Magda,A: -- are going to be with the baby.,191
4310,Magda,B: Right.,192
4310,Magda,"A: And they wouldn’t let us in there so,",193
4310,Magda,B: %mm.,194
4310,Magda,"A: d-, it was really quite awful.  They wouldn’t let us, they didn’t, they they gave us but they didn’t tell us beans.",195
4310,Magda,B: yeah.,196
4310,Magda,A: I mean they really didn’t talk to us. They didn’t offer us that parenting class that they offer to most people.,197
4310,Magda,B: mhm.,198
4310,Magda,A: We would have had to come back the next day to the hospital which of course we weren’t going to do.,199
4310,Magda,B: %hm.,200
4310,Magda,B: mhm.,201
4310,Magda,"A: %um, you know they really weren’t very nice and",202
4310,Magda,B: yeah.,203
4310,Magda,"A: I guess they have, their rules are just very rigid.",204
4310,Magda,B: %mm.,205
4310,Magda,A: And the problem is the lawyer was supposed to have arranged for %um,206
4310,Magda,B: Right.,207
4310,Magda,A: an additional bracelet.,208
4310,Magda,B: mhm.,209
4310,Magda,"A: In other words, what happens is they put one on the wrist of the baby, one on the ankle, one on the birth mother",210
4310,Magda,"A: and then she has a, what you call the fourth bracelet which she can give to whoever will be her coach through the birth and stuff and of course she had given it to her mother,",211
4310,Magda,B: %hm.,212
4310,Magda,B: mhm.,213
4310,Magda,B: %hm.,214
4310,Magda,B: I see.,215
4310,Magda,B: I see.,216
4310,Magda,A: which makes perfect sense.,217
4310,Magda,B: mhm.,218
4310,Magda,"A: Well, the only way, they couldn’t get their minds around the notion of a fifth bracelet for us.",219
4310,Magda,B: Right.,220
4310,Magda,"A: So the only way that they would have let us in there was to take her mothers away,",221
4310,Magda,B: Right.,222
4310,Magda,A: which we wouldn’t ask and which she wouldn’t do.,223
4310,Magda,B: Right.,224
4310,Magda,B: Right.,225
4310,Magda,A: And %um,226
4310,Magda,A: the lawyer had told us he had arranged everything ahead of time,227
4310,Magda,A: and there was supposed to be I D there at the hospital for us and it was all set and of course he hadn’t done anything.,228
4310,Magda,B: I see.,229
4310,Magda,"B: He hadn’t done that, %hm.",230
4310,Magda,A: No. He hadn’t done anything.  He’s been just hopeless.,231
4310,Magda,B: %hm.,232
4310,Magda,A: I mean I think legally he’s not hopeless.  I think he’s done all the necessary legal things but %um,233
4310,Magda,B: yeah.,234
4310,Magda,"A: you know in terms of the things,",235
4310,Magda,A: He’s an S O B forgive me tape whoever you are but he was a fucker {laugh}.,236
4310,Magda,B: yeah.,237
4310,Magda,B: No. th- {laugh},238
4310,Magda,A: And %um {laugh},239
4310,Magda,B: (( )) laugh,240
4310,Magda,A: I’m sorry but he was.,241
4310,Magda,B: I think they said published actually. {laugh},242
4310,Magda,A: oh well they can edit that word I guess {laugh} Anyway it’s English so {laugh},243
4310,Magda,B: yeah.,244
4310,Magda,A: It’s American English.,245
4310,Magda,B: {laugh},246
4310,Magda,A: %um,247
4310,Magda,"A: You know he, he said things to me like well you’ll have her for the rest of your life, you know.",248
4310,Magda,B: yeah.,249
4310,Magda,"A: Don’t worry about it, which is really an arrogant attitude to take, you know.",250
4310,Magda,B: yeah,251
4310,Magda,B: yeah,252
4310,Magda,B: Man. {laugh},253
4310,Magda,"A: yeah. He was really, he was a real arrogant S O B, so",254
4310,Magda,B: How old was he?,255
4310,Magda,A: I don’t know we never met him. He never showed up.,256
4310,Magda,B: oh.,257
4310,Magda,"A: W-, he ended up in the end, his par-, he sent his partner to actually sign the papers who’s not even an adoption attorney.",258
4310,Magda,B: mhm.,259
4310,Magda,A: He does litigation.  Doesn’t know what he’s doing but I hope he did what his partner told him to do.,260
4310,Magda,B: mhm.,261
4310,Magda,B: ((%mm)) [distorted],262
4310,Magda,B: mhm.,263
4310,Magda,A: But he at least was a sensitive human being.,264
4310,Magda,B: mhm.,265
4310,Magda,"A: And %um, you know so that was nice.  He had some sensitivity.",266
4310,Magda,B: We’re going to get cut off soon.,267
4310,Magda,A: oh no [distorted],268
4310,Magda,"B: And I want to, I hope you",269
4310,Magda,A: Tell me something then.,270
4310,Magda,A: I’ll shut up. You can tell me something.,271
4310,Magda,B: What?,272
4310,Magda,B: okay.,273
4310,Magda,"B: No. I’m worrying ab-, I’m not worrying I’m feeling like oh my gosh should all of this be in the public record or something.",274
4310,Magda,A: oh yes. Well they just beeped.  I think that might mean we have to hang up.,275
4310,Magda,B: okay.,276
4310,Magda,A: We have a minute.,277
4310,Magda,B: %um.,278
4310,Magda,B: I want to tell you I saw four parakeets fly across the street in &Barcelona.,279
4310,Magda,A: oh neat. Is it thirty minutes?,280
4310,Magda,B: It was [distorted] beautiful.,281
4310,Magda,A: Is it,282
4310,Magda,B: It’s going to be thirty minutes in about five minutes I think.,283
4310,Magda,A: oh okay because there’s a beep coming on my end.,284
4310,Magda,B: yeah.,285
4310,Magda,A: You don’t hear it?,286
4310,Magda,B: No.,287
4310,Magda,A: okay. Well ignore it so we’ll let them go on.,288
4310,Magda,B: Well,289
4310,Magda,B: Well anyway.,290
4310,Magda,A: oh so that sounds very nice. They were loose or in a,291
4310,Magda,B: Well I they were loose they were I said the &Sheila I think I hear a parakeet.,292
4310,Magda,A: uh-huh,293
4310,Magda,B: And you could tell he thought that it was nonsense that it was a,294
4310,Magda,A: uh-huh,295
4310,Magda,B: crow and then I saw it but the sun was against my eyes,296
4310,Magda,A: oh how neat,297
4310,Magda,B: so I couldn’t tell and then it flew and when it flew three more of them flew out of the same tree.,298
4310,Magda,A: oh how neat.  There was a street,299
4310,Magda,B: They were beautiful.,300
4310,Magda,A: there was a street I walked down in &Barcelona big wide,301
4310,Magda,B: with all the bird sellers,302
4310,Magda,A: Yes.,303
4310,Magda,B: They were closed up that day but I’m sure that what these were is,304
4310,Magda,A: Well it was g- it was a wonderful place I mean I guess you have to sort of discount that they’re in cages but,305
4310,Magda,B: Escapees yeah,306
4310,Magda,B: yeah It’s it’s part of <Spanish (( ))>,307
4310,Magda,A: it was beautiful,308
4310,Magda,B: yeah.,309
4310,Magda,A: I mean it was just so beautiful with all these amazing,310
4310,Magda,B: yeah.,311
4310,Magda,"A: birds and colors.  And also in parts of &Spain, I don’t know if they have this in parts of &France, but",312
4310,Magda,B: Probably not {laugh},313
4310,Magda,A: I saw parts of &Spain where they had birds on the shutters and they put them out during the day.,314
4310,Magda,B: It’s very popular in &Spain but it’s not so popular here in &France.,315
4310,Magda,A: yeah.  It was a nice thing.  yeah. %um,316
4310,Magda,B: I’ve seen very little of it. yeah. y-,317
4310,Magda,B: I had friends in &Madrid whose father bred birds actually.,318
4310,Magda,A: oh really?,319
4310,Magda,B: In their apartment.  yeah.  It’s quite a big hobby.,320
4310,Magda,A: Parakeets or?,321
4310,Magda,B: No little tiny birds.  I don’t know what they were.  Little,322
4310,Magda,A: Finches maybe.,323
4310,Magda,B: yeah.  Song birds of some kind.,324
4310,Magda,A: uh-huh.  oh neat.,325
4310,Magda,B: And he was good at breeding them.,326
4310,Magda,A: uh-huh.,327
4310,Magda,B: so,328
4310,Magda,A: oh well that’s good,329
4310,Magda,"B: So but when you went up to &Connecticut, all was well? Or was that another adventure?",330
4310,Magda,A: up to &Connecticut? Did I go to,331
4310,Magda,B: Then you had to go up and get &Jack and everything after (( )) [distortion],332
4310,Magda,A: oh yeah it’s it’s &New &York still but.,333
4310,Magda,B: {lipsmack} oh.,334
4310,Magda,A: %um yeah we got up. We got &Jack. We went to the lawyer our lawyer who’s been,335
4310,Magda,B: mhm.,336
4310,Magda,A: Absolutely fantastic start to finish.  I think she’s great.,337
4310,Magda,B: mhm.  mhm.,338
4310,Magda,A: %um {lipsmack} and then came home and that’s when yeah then &Robert’s mom crashed the car {laugh}.,339
4310,Magda,B: oh I see it was after that that she did that.,340
4310,Magda,A: So,341
4310,Magda,A: yeah actually we had to do that at like eight o’clock the next morning because &Martha was leaving by nine.,342
4310,Magda,B: So mom and dad were down there for how long?,343
4310,Magda,A: They came Saturday and stayed Saturday night and Sunday and left Monday,344
4310,Magda,B: uh-huh.  This past Monday like,345
4431,Magda,B: %um I took them to %uh &Jill’s and they spent two days there and I guess she couldn’t take them and their mom and dad came.,1
4431,Magda,A: You mean at te- in &Texas?,2
4431,Magda,B: yeah.,3
4431,Magda,B: And their mom and dad drove down there and got them.,4
4431,Magda,A: mhm [distorted],5
4431,Magda,A: Got them.,6
4431,Magda,B: yeah.,7
4431,Magda,A: So how are they getting back? Driving them,8
4431,Magda,B: t- driving them back.,9
4431,Magda,A: oh.,10
4431,Magda,A: Darn it. I thought I was going to get to see everybody.,11
4431,Magda,B: Well they was w-,12
4431,Magda,B: They was supposed to do no %um,13
4431,Magda,B: come back like a while ago but &Jill like she keeps farting around and won’t want to go get them and,14
4431,Magda,A: %mm. [channel noise],15
4431,Magda,B: So I said and then she j-,16
4431,Magda,A: Did she have her baby yet?,17
4431,Magda,B: yeah. She had a girl.,18
4431,Magda,A: %mm.,19
4431,Magda,B: Six pounds or something like that. I don’t know.,20
4431,Magda,B: hey ain’t my concern.,21
4431,Magda,A: Good. Good for you.,22
4431,Magda,A: So you’ve been leading the life of &Reilly %huh?,23
4431,Magda,B: No. Not really. Just I haven’t been home much this summer and w-,24
4431,Magda,A: And busier than hell %huh?,25
4431,Magda,B: %hm?,26
4431,Magda,A: Then good then.,27
4431,Magda,A: Give you a nice break.,28
4431,Magda,B: Well no. I missed the hell out of them.,29
4431,Magda,A: Do you? {laugh},30
4431,Magda,B: I was ready to,31
4431,Magda,A: That’s good.,32
4431,Magda,B: I was ready that’s a,33
4431,Magda,A: Go get them.,34
4431,Magda,B: yeah. I was w-,35
4431,Magda,B: It’s just that %uh,36
4431,Magda,B: You know I was gone,37
4431,Magda,A: What kind of car do you have?,38
4431,Magda,B: %huh?,39
4431,Magda,A: What kind of car do you have now?,40
4431,Magda,B: Same car.,41
4431,Magda,A: oh. really? You got that thing repaired?,42
4431,Magda,B: yeah.,43
4431,Magda,A: Really?,44
4431,Magda,B: uh-huh.,45
4431,Magda,A: %huh,46
4431,Magda,A: Well,47
4431,Magda,A: anyway,48
4431,Magda,A: %um,49
4431,Magda,A: What else is going on? You’re busy with work and,50
4431,Magda,B: yeah. I work ten at night to six in the morning. &Bo &Bo’s happy because %uh he don’t have to go back to day care.,51
4431,Magda,A: Right. When do you sleep then?,52
4431,Magda,B: I p- I sleep probably a couple hours in the morning and then like at nap time.,53
4431,Magda,A: yeah. You never did require much sleep.,54
4431,Magda,B: No.,55
4431,Magda,A: yeah.,56
4431,Magda,"A: {breath} So has, has %uh the old man and the old lady called you lately?",57
4431,Magda,B: No.,58
4431,Magda,A: oh.,59
4431,Magda,B: Ain’t worried about it.,60
4431,Magda,A: {breath} You know your sister was %uh,61
4431,Magda,A: in &Illinois recently.,62
4431,Magda,B: She was?,63
4431,Magda,A: yeah.,64
4431,Magda,B: What for?,65
4431,Magda,A: Her old man kicked her out of the --,66
4431,Magda,A: -- out of her house.,67
4431,Magda,B: yeah. Well &Jill’s been getting the shit beat out of her and all that at,68
4431,Magda,A: You’re kidding.,69
4431,Magda,B: No.,70
4431,Magda,A: Well don’t get sucked into that.,71
4431,Magda,B: oh I’m not.,72
4431,Magda,A: {breath},73
4431,Magda,B: Her baby’s got colic and she ((did funny)).,74
4431,Magda,A: oh. Sounds like a real mess.,75
4431,Magda,A: Too bad.,76
4431,Magda,B: So is she home for good?,77
4431,Magda,A: No.,78
4431,Magda,B: He took her back?,79
4431,Magda,A: No. He didn’t take her back but his %uh mom was going to buy her a car --,80
4431,Magda,A: -- so that she’d stay out there and sure enough she’s staying out there.,81
4431,Magda,B: oh yeah. She working it.,82
4431,Magda,A: %huh?,83
4431,Magda,B: She working it.,84
4431,Magda,A: So anyway she called me a couple days before she was going to come home and [dishes clinking] {lipsmack} and I go %um {breath},85
4431,Magda,A: {breath} can you tell me why you would stay in a place where you know,86
4431,Magda,A: you’re not wanted,87
4431,Magda,A: in a state you know that where you don’t know hardly anybody.,88
4431,Magda,"A: {breath} So then it that’s when it all came out. She said well &Pat I think her name’s &Patty, &Patty’s going to buy me a car. [[last seven words spoken in imitation of Kara’s voice]]",89
4431,Magda,A: She’s going to help me out. [[still in imitation]] I said,90
4431,Magda,A: &Kara you know why she’s going to do that is because she wants,91
4431,Magda,A: the kid to stay there so she can see your grandson.,92
4431,Magda,B: mhm.,93
4431,Magda,A: so she got all pissed off at me.,94
4431,Magda,A: I said you’re being used.,95
4431,Magda,A: You’re being bought. {breath} [dishes clanging],96
4431,Magda,B: Man she going to be like &Jill become,97
4431,Magda,A: I said why don’t you,98
4431,Magda,A: so I said why don’t you stand up on your own two feet.,99
4431,Magda,B: She going to be like &Jill and become a product of the state and shit live off welfare and ((god damn)).,100
4431,Magda,A: Then you know what she said to me?,101
4431,Magda,B: What.,102
4431,Magda,A: [channel noise] She said,103
4431,Magda,"A: {lipsmack} {breath} &uh, and this sounded just like something like %uh her mother-in-law or w- I don’t know th- what the hell relationsh- it wouldn’t be mother-in-law.",104
4431,Magda,A: [background clink] What %uh &Drew’s mom,105
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106
4431,Magda,B: ((oh)) [distorted],107
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108
4431,Magda,A: And what’s right for &Kara will be right for &David.,109
4431,Magda,"B: That’s right. As long as you feed him, love him and take care of him.",110
4431,Magda,A: oh well I don’t want him to not know his daddy. [[imitating Kara]],111
4431,Magda,A: I’m like,112
4431,Magda,A: {breath} Why?,113
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114
4431,Magda,A: Could you?,115
4431,Magda,B: Hell no.,116
4431,Magda,A: I don’t get that.,117
4431,Magda,A: I don’t get that. Anyway so I spouted my mouth off,118
4431,Magda,A: {breath} Well I,119
4431,Magda,B: Good for you.,120
4431,Magda,A: I have to tell you the week before I met,121
4431,Magda,A: %uh,122
4431,Magda,A: the %uh [[quietly groaning]] sergeant and lieutenant at the %uh &Des &Moines &McDonald’s,123
4431,Magda,A: because they were dropping off &Shawn.,124
4431,Magda,B: Sergeant and lieutenant?,125
4431,Magda,A: &Jennings.,126
4431,Magda,B: %huh?,127
4431,Magda,A: Sergeant and lieutenant &Jennings.,128
4431,Magda,B: You talking about mom and dad? {laugh},129
4431,Magda,A: yeah.,130
4431,Magda,A: %eh here’s why I call them that.,131
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133
4431,Magda,B: {laugh} You say oh I’ve got to go.,134
4431,Magda,"A: So I think, I think I did that on purpose.",135
4431,Magda,B: Good for you.,136
4431,Magda,A: {breath} Well then the following weekend was father’s day.,137
4431,Magda,A: And %uh we were supposed to all meet in &Des M-,138
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139
4431,Magda,"A: Have no clue what he, well you haven’t either.",140
4431,Magda,B: uh-uh.,141
4431,Magda,A: So %um,142
4431,Magda,"A: we get there and there’s dad with his hands in his pocket and he meets us out at the car and, {breath} and %uh",143
4431,Magda,A: %um mom was sitting on the bench for once not huddling around dad. {breath},144
4431,Magda,B: {laugh},145
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146
4431,Magda,A: {breath} And I said what.,147
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148
4431,Magda,B: So they still backing her.,149
4431,Magda,A: And you want to know something?,150
4431,Magda,B: What?,151
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152
4431,Magda,B: {laugh},153
4431,Magda,"A: I bet, what do you want to bet because",154
4431,Magda,A: don’t you think they could have made her come?,155
4431,Magda,B: yeah.,156
4431,Magda,B: They would’ve made anybody else come.,157
4431,Magda,A: Sure.,158
4431,Magda,A: They would’ve said get your ass in the car.,159
4431,Magda,A: Whether y-,160
4431,Magda,B: Say god damn we don’t want to hear no fucking shit. Let’s go.,161
4431,Magda,A: [background noise] Whether you’re thirty-six or twenty-six it don’t matter.,162
4431,Magda,B: yeah.,163
4431,Magda,A: You would’ve been in that god damn car.,164
4431,Magda,A: Well,165
4431,Magda,A: {breath} it was just like well we’ll show her for spouting her mouth off.,166
4431,Magda,B: She won’t get to see the baby.,167
4431,Magda,A: yeah.,168
4431,Magda,A: Exactly. We’ll punish her.,169
4431,Magda,A: {breath} So then he just calls.  The old man just calls me and says,170
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171
4431,Magda,"A: And %uh cause I, I, I said I’m not going to meet them in &Des &Moines.  I c-, I can’t be with them &Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172
4431,Magda,B: Well why do you think nobody else has no --,173
4431,Magda,"A: I, I can’t, I can’t do it anymore.",174
4431,Magda,B: -- contact with them.,175
4431,Magda,"A: I, I just can’t. {breath}",176
4431,Magda,B: I mean that pissed me off the last time they were here so.,177
4431,Magda,A: But it’s never their fault.,178
4431,Magda,A: It’s never for anything that they’ve done.,179
4431,Magda,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180
4431,Magda,"A: Well I don’t get it for that but %um so then dad, dad says now why {breath} don’t you want to go to &Des &Moines and I said because I don’t.",181
4431,Magda,A: I said I thought we’d already been through this cause I already told them I didn’t want to go to &Des M&oines.,182
4431,Magda,"A: And he goes {breath} well then we’ll drive to &Omaha and pick up sh- %um &Ryan {breath} and, and then %uh we’ll bring him back {breath} and then we’ll %uh bring him back home to &Omaha.  And I said {breath}",183
4431,Magda,B: %mm.,184
4431,Magda,A: oh so you’re not and the whole thing is that I won’t let them stay in my house anymore.,185
4431,Magda,A: [background noise] Because I can’t have that twenty-four hour {breath} bitching and negative. I can’t. I can’t live like that.,186
4431,Magda,B: yeah.,187
4431,Magda,B: yeah.,188
4431,Magda,A: You know what I’m saying?,189
4431,Magda,B: mhm.,190
4431,Magda,A: It’s just twenty-four hours.,191
4431,Magda,"A: So %um I said so, so let me understand this so you’re coming, you’re picking him up and you’re leaving? You’re not staying? Right.  And I go %hm well it sounds like we’re back to the same old",192
4431,Magda,A: argument. {breath} And %um I said so you’re going to punish me because you’re offended that I don’t particularly want you to stay here in my home.,193
4431,Magda,A: {breath} Well no it’s not punishing. [[imitating bitterly]] I said well then what do you call it.  I mean I just came out and said it.,194
4431,Magda,B: yeah.,195
4431,Magda,A: No you just don’t un- [[mocking imitation]] I said no dad. I think it’s you don’t understand. You don’t understand how you affect my family.  You and mom.,196
4431,Magda,A: And and more importantly how you affect me. {breath} And he said that’s your problem. You think too much about yourself. [[imitating father in previous nine words]],197
4431,Magda,A: {sniff} And I said goodbye dad.,198
4431,Magda,B: %hm.,199
4431,Magda,A: And I hung the phone up. {breath},200
4431,Magda,B: Good for you.,201
4431,Magda,"A: {breath} Why does, why does our life have to be like this? I don’t get it. {breath}",202
4431,Magda,B: Well they’re the ones who created it. They’re n-,203
4431,Magda,A: Why do they have to be like that?,204
4431,Magda,B: I don’t know and,205
4431,Magda,A: Dad [distortion] You know what I said to dad when he met me at the %um when he came up to our door and said {breath} &Kara’s not coming cause she doesn’t like y- you know what I said to him,206
4431,Magda,B: What?,207
4431,Magda,"A: I said I hope that my, my sons never treat one another like this.",208
4431,Magda,B: True. I don’t think my kids will be that way.,209
4431,Magda,A: And he just looked at me. [channel noise],210
4431,Magda,B: Well you’ve got a point but,211
