CID,Annotator,Sentence,Sno.,Preprocessed,Eno.,Source,Target,Belief,Event
4248,Magda,B: {laugh},127,, , , , , 
4248,Magda,A: {inhale} It was like a little part you put on top of a nozzle thing. It was just like an extra attachment and I took that and I --,128,It was like a little part you put on top of a nozzle thing. It was just like an extra attachment and I took that and I-,128.1,A,put,true,you put on top of a nozzle thing
4248,Magda,A: {inhale} It was like a little part you put on top of a nozzle thing. It was just like an extra attachment and I took that and I --,128,It was like a little part you put on top of a nozzle thing. It was just like an extra attachment and I took that and I-,128.2,A,took,true,I took that
4248,Magda,B: ((mhm)) okay [distorted].,129,mhm okay,129.1,B,okay,true,mhm okay
4248,Magda,A: -- threw it away,130,-- threw it away,130.1,A,threw,true,-- threw it away
4248,Magda,B: okay.,131,okay.,131.1,B,okay,true,okay.
4248,Magda,A: And then it was fine.,132,And then it was fine.,132.1,A,fine,true,And then it was fine.
4248,Magda,B: okay.,133,okay.,133.1,B,okay,true,okay.
4248,Magda,A: So.,134,So.,134.1,A,So,true,So.
4248,Magda,B: yeah.,135,yeah.,135.1,B,yeah,true,yeah.
4248,Magda,A: That seemed to work fine {inhale},136,That seemed to work fine,136.1,A,seemed,true,That seemed to work fine
4248,Magda,A: That seemed to work fine {inhale},136,That seemed to work fine,136.2,A,work,true,to work fine
4248,Magda,B: ye-,137,ye-,137.1,B,ye-,true,ye-
4248,Magda,"A: You know i- if I, if you could avoid it",138,"You know if I, if you could avoid it",138.1,A,know,true,You know
4248,Magda,"A: You know i- if I, if you could avoid it",138,"You know if I, if you could avoid it",138.2,A,avoid,unknown,"You know if I, if you could avoid it"
4248,Magda,A: you know,139,you know,139.1,A,know,true,you know
4248,Magda,A: if y- if it was a choice in your life to say {inhale},140,if if it was a choice in your life to say,140.1,A,choice,unknown,a choice in your life
4248,Magda,A: if y- if it was a choice in your life to say {inhale},140,if if it was a choice in your life to say,140.2,A,say,unknown,to say
4248,Magda,A: well for the first couple months I’ll just be home and I’ll just get a lot of rest and I’ll take it easy and if I’m not --,141,well for the first couple months I’ll just be home and I’ll just get a lot of rest and I’ll take it easy and if I’m not-,141.1,A,be,true,well for the first couple months I’ll just be home
4248,Magda,A: well for the first couple months I’ll just be home and I’ll just get a lot of rest and I’ll take it easy and if I’m not --,141,well for the first couple months I’ll just be home and I’ll just get a lot of rest and I’ll take it easy and if I’m not-,141.2,A,get,true,and I’ll just get a lot of rest
4248,Magda,A: well for the first couple months I’ll just be home and I’ll just get a lot of rest and I’ll take it easy and if I’m not --,141,well for the first couple months I’ll just be home and I’ll just get a lot of rest and I’ll take it easy and if I’m not-,141.3,A,take,true,I’ll take it easy
4248,Magda,A: -- sleeping at night I’ll just sleep during the day or sleep when the baby sleeps.,142,-- sleeping at night I’ll just sleep during the day or sleep when the baby sleeps.,142.1,A,sleep,true,sleeping at night
4248,Magda,A: -- sleeping at night I’ll just sleep during the day or sleep when the baby sleeps.,142,-- sleeping at night I’ll just sleep during the day or sleep when the baby sleeps.,142.2,A,sleep,true,-- sleeping at night I’ll just sleep during the day
4248,Magda,A: -- sleeping at night I’ll just sleep during the day or sleep when the baby sleeps.,142,-- sleeping at night I’ll just sleep during the day or sleep when the baby sleeps.,142.3,A,sleep,true,sleep when the baby sleeps
4248,Magda,B: yeah.,143,yeah.,143.1,B,yeah,true,yeah.
4248,Magda,A: Not do this whole pumping thing I mean if I had to do it all over that’s what I would do.,144,Not do this whole pumping thing I mean if I had to do it all over that’s what I would do.,144.1,A,do,unknown,Not do this whole pumping thing
4248,Magda,A: Not do this whole pumping thing I mean if I had to do it all over that’s what I would do.,144,Not do this whole pumping thing I mean if I had to do it all over that’s what I would do.,144.2,A,do,unknown,to do it all over
4248,Magda,A: Not do this whole pumping thing I mean if I had to do it all over that’s what I would do.,144,Not do this whole pumping thing I mean if I had to do it all over that’s what I would do.,144.3,A,I,true,I
4248,Magda,B: oh yeah because I was thinking it would be easier because then other people could feed the baby and you wouldn’t have to be so tied to it.,145,oh yeah because I was thinking it would be easier because then other people could feed the baby and you wouldn’t have to be so tied to it.,145.1,B,thinking,true,because I was thinking it would be easier because then other people could feed the baby
4248,Magda,B: oh yeah because I was thinking it would be easier because then other people could feed the baby and you wouldn’t have to be so tied to it.,145,oh yeah because I was thinking it would be easier because then other people could feed the baby and you wouldn’t have to be so tied to it.,145.2,B,feed,unknown,because then other people could feed the baby
4248,Magda,B: oh yeah because I was thinking it would be easier because then other people could feed the baby and you wouldn’t have to be so tied to it.,145,oh yeah because I was thinking it would be easier because then other people could feed the baby and you wouldn’t have to be so tied to it.,145.3,B,tied,unknown,to be so tied to it
4248,Magda,A: (( )),146,, , , , , 
4248,Magda,A: yeah. And if you want to go out to a movie or something.,147,yeah. And if you want to go out to a movie or something.,147.1,A,want,unknown,if you want to go out to a movie
4248,Magda,A: yeah. And if you want to go out to a movie or something.,147,yeah. And if you want to go out to a movie or something.,147.2,A,go,unknown,to go out to a movie
4248,Magda,A: Mean that you know ((did you)),148,Mean that you know did you,148.1,A,know,unknown,you know
4248,Magda,B: Well we never go out. [[says laughing]] I mean you know what &Norm and I are like I mean.,149,Well we never go out. I mean you know what Norm and I are like I mean.,149.1,B,go,unknown,Well we never go out.
4248,Magda,B: Well we never go out. [[says laughing]] I mean you know what &Norm and I are like I mean.,149,Well we never go out. I mean you know what Norm and I are like I mean.,149.2,B,know,unknown,I mean you know
4248,Magda,B: Well we never go out. [[says laughing]] I mean you know what &Norm and I are like I mean.,149,Well we never go out. I mean you know what Norm and I are like I mean.,149.3,B,like,unknown,and I are like I mean.
4248,Magda,"A: Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else. {laugh}",150,"Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else.",150.1,A,believe,true,Well believe me when you have a baby you’ll want
4248,Magda,"A: Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else. {laugh}",150,"Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else.",150.2,A,have,unknown,when you have a baby you’ll want
4248,Magda,"A: Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else. {laugh}",150,"Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else.",150.3,A,want,unknown,you’ll want
4248,Magda,"A: Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else. {laugh}",150,"Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else.",150.4,A,put,unknown,to put it in someone else’s house
4248,Magda,"A: Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else. {laugh}",150,"Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else.",150.5,A,come,unknown,someone come watch it in your house
4248,Magda,"A: Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else. {laugh}",150,"Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else.",150.6,A,watch,unknown,watch it in your house
4248,Magda,"A: Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else. {laugh}",150,"Well believe me when you have a baby you’ll want, you’ll to put it in someone else’s house or someone come watch it in your house and go anywhere else.",150.7,A,go,unknown,go anywhere else
4248,Magda,B: See that’s what I was thinking like for my in laws and stuff when we go home for &Christmas.,151,See that’s what I was thinking like for my in laws and stuff when we go home for Christmas.,151.1,B,thinking,true,I was thinking like for my in laws
4248,Magda,B: See that’s what I was thinking like for my in laws and stuff when we go home for &Christmas.,151,See that’s what I was thinking like for my in laws and stuff when we go home for Christmas.,151.2,B,go,unknown,when we go home for Christmas
4248,Magda,A: mhm.,152,mhm.,152.1,A,mhm,true,mhm.
4248,Magda,B: It would be so nice to just you know leave the baby with them but you can’t leave the baby.,153,It would be so nice to just you know leave the baby with them but you can’t leave the baby.,153.1,B,leave,unknown,to just you know leave the baby with them
4248,Magda,B: It would be so nice to just you know leave the baby with them but you can’t leave the baby.,153,It would be so nice to just you know leave the baby with them but you can’t leave the baby.,153.2,B,leave,unknown,you can’t leave the baby.
4248,Magda,"A: yeah. I mean if you,",154,"yeah. I mean if you,", , , , , 
4248,Magda,A: you know y- you might have to try one or two before you find one that works but,155,you know you might have to try one or two before you find one that works but,155.1,A,know,true,you know
4248,Magda,B: yeah.,156,yeah.,156.1,B,yeah,true,yeah.
4248,Magda,A: once and you know they have like things and like can set the tension or whatever they get,157,once and you know they have like things and like can set the tension or whatever they get,157.1,A,know,true,you know
4248,Magda,A: once and you know they have like things and like can set the tension or whatever they get,157,once and you know they have like things and like can set the tension or whatever they get,157.2,A,have,unknown,and you know they have
4248,Magda,A: once and you know they have like things and like can set the tension or whatever they get,157,once and you know they have like things and like can set the tension or whatever they get,157.3,A,set,unknown,like can set the tension
4248,Magda,A: once and you know they have like things and like can set the tension or whatever they get,157,once and you know they have like things and like can set the tension or whatever they get,157.4,A,tension,unknown,the tension
4248,Magda,A: once and you know they have like things and like can set the tension or whatever they get,157,once and you know they have like things and like can set the tension or whatever they get,157.5,A,get,unknown,whatever they get
4248,Magda,A: suck suck power.,158,suck suck power.,158.1,A,suck,true,suck suck power.
4248,Magda,B: {laugh} the tension {laugh} ((they’re)) like the little knob on your sewing machine.  [[said laughing]] {laugh},159,the tension they’re like the little knob on your sewing machine.,159.1,B,like,true,they’re like the little knob on your sewing machine
4248,Magda,"A: {laugh} You can set the, the power level and stuff and and it g-",160,"You can set the, the power level and stuff and and it g-",160.1,A,set,true,"You can set the, the power level"
4248,Magda,B: {inhale} {laugh} {inhale} Or like extra suck for just ((starting to)) suck. [[said laughing]],161,Or like extra suck for just starting to suck.,161.1,B,starting,true,just starting to suck
4248,Magda,B: {inhale} {laugh} {inhale} Or like extra suck for just ((starting to)) suck. [[said laughing]],161,Or like extra suck for just starting to suck.,161.2,B,suck,true,extra suck for just starting to suck
4248,Magda,A: You know e- it’s like you,162,You know it’s like you,162.1,A,know,true,You know
4248,Magda,A: once you get used it i- you know at first you feel like what am I doing putting this machine on me it’s disgusting,163,once you get used it you know at first you feel like what am I doing putting this machine on me it’s disgusting,163.1,A,used,true,once you get used it
4248,Magda,A: once you get used it i- you know at first you feel like what am I doing putting this machine on me it’s disgusting,163,once you get used it you know at first you feel like what am I doing putting this machine on me it’s disgusting,163.2,A,know,true,you know
4248,Magda,A: once you get used it i- you know at first you feel like what am I doing putting this machine on me it’s disgusting,163,once you get used it you know at first you feel like what am I doing putting this machine on me it’s disgusting,163.3,A,feel,true,once you get used it you know at first you feel like what am I doing putting this machine on me it’s disgusting
4248,Magda,A: once you get used it i- you know at first you feel like what am I doing putting this machine on me it’s disgusting,163,once you get used it you know at first you feel like what am I doing putting this machine on me it’s disgusting,163.4,A,putting,true,putting this machine on me
4248,Magda,B: {laugh},164,, , , , , 
4248,Magda,A: or obscene or something.,165,or obscene or something.,165.1,A,obscene,true,or obscene
4248,Magda,A: But once you get used to it it was %uh you know you can like read while you’re doing it. It was like boring.,166,But once you get used to it it was you know you can like read while you’re doing it. It was like boring.,166.1,A,get,true,once you get
4248,Magda,B: uh-huh.,167,uh-huh.,167.1,B,uh,true,uh-huh.
4248,Magda,B: okay.,168,okay.,168.1,B,.,true,.
4248,Magda,B: And what does it go into like a little plastic bag **thingy**?,169,And what does it go into like a little plastic bag*thingy**?,169.1,B,go,true,And what does it go into like a little plastic bag*thingy**?
4248,Magda,A: %uh well the thing I had was like --,170,well the thing I had was like-,170.1,A,like-,true,well the thing I had was like-
4248,Magda,A: -- like you screwed on this whole motor suction part --,171,-- like you screwed on this whole motor suction part-,171.1,A,screwed,true,-- like you screwed on this whole motor suction part-
4248,Magda,B: uh-huh.,172,uh-huh.,172.1,B,uh,true,uh-huh.
4248,Magda,"A: -- on to something that was just like a, a jar bottom.",173,"-- on to something that was just like a, a jar bottom.",173.1,A,on,true,"-- on to something that was just like a, a jar bottom."
4248,Magda,A: You know just looked like a screw thing so that it went to this plastic container.,174,You know just looked like a screw thing so that it went to this plastic container.,174.1,A,looked,true,You know just looked like a screw thing so that it went to this plastic container.
4248,Magda,A: You know just looked like a screw thing so that it went to this plastic container.,174,You know just looked like a screw thing so that it went to this plastic container.,174.2,A,went,true,so that it went to this plastic container
4248,Magda,B: {breath},175,, , , , , 
4248,Magda,B: okay. And you can reuse the plastic container?,176,okay. And you can reuse the plastic container?,176.1,B,reuse,unknown,And you can reuse the plastic container?
4248,Magda,A: And then what I would do is just %uh I would bring little bags like that you’re supposed to put formula in with me to work.,177,And then what I would do is just I would bring little bags like that you’re supposed to put formula in with me to work.,177.1,A,do,true,what I would do
4248,Magda,A: And then what I would do is just %uh I would bring little bags like that you’re supposed to put formula in with me to work.,177,And then what I would do is just I would bring little bags like that you’re supposed to put formula in with me to work.,177.2,A,bring,true,just I would bring little bags like that you’re supposed to put formula in with me to work
4248,Magda,A: And then what I would do is just %uh I would bring little bags like that you’re supposed to put formula in with me to work.,177,And then what I would do is just I would bring little bags like that you’re supposed to put formula in with me to work.,177.3,A,put,true,to put formula in with me to work
4248,Magda,A: And then what I would do is just %uh I would bring little bags like that you’re supposed to put formula in with me to work.,177,And then what I would do is just I would bring little bags like that you’re supposed to put formula in with me to work.,177.4,A,work,true,to work
4248,Magda,B: oh okay.,178,oh okay.,178.1,B,oh,true,oh okay.
4248,Magda,A: And then I’d pour it from the container,179,And then I’d pour it from the container,179.1,A,pour,true,And then I’d pour it from the container
4248,Magda,A: into the plastic bag and seal it up and then go you know rinse out the container thing and wash it the next day.,180,into the plastic bag and seal it up and then go you know rinse out the container thing and wash it the next day.,180.1,A,go,true,then go you know rinse out the container thing
4248,Magda,A: into the plastic bag and seal it up and then go you know rinse out the container thing and wash it the next day.,180,into the plastic bag and seal it up and then go you know rinse out the container thing and wash it the next day.,180.2,A,rinse,true,you know rinse out the container thing
4248,Magda,A: into the plastic bag and seal it up and then go you know rinse out the container thing and wash it the next day.,180,into the plastic bag and seal it up and then go you know rinse out the container thing and wash it the next day.,180.3,A,wash,true,wash it the next day
4248,Magda,B: And did you throw away the plastic bags when you were done?,181,And did you throw away the plastic bags when you were done?,181.1,B,throw,true,And did you throw away the plastic bags when you were done?
4248,Magda,B: And did you throw away the plastic bags when you were done?,181,And did you throw away the plastic bags when you were done?,181.2,B,did,true,did
4248,Magda,A: Well see then the plastic bag is designed to go inside a bottle thing.,182,Well see then the plastic bag is designed to go inside a bottle thing.,182.1,A,see,true,Well see then the plastic bag is designed to go inside a bottle thing.
4248,Magda,A: Well see then the plastic bag is designed to go inside a bottle thing.,182,Well see then the plastic bag is designed to go inside a bottle thing.,182.2,A,designed,true,the plastic bag is designed to go inside a bottle thing
4248,Magda,A: Well see then the plastic bag is designed to go inside a bottle thing.,182,Well see then the plastic bag is designed to go inside a bottle thing.,182.3,A,go,unknown,to go inside a bottle thing
4248,Magda,B: yeah. And th- %eh so then you so you throw the plastic bag away when you’re done.,183,yeah. And so then you so you throw the plastic bag away when you’re done.,183.1,B,throw,true,And so then you so you throw the plastic bag away when you’re done.
4248,Magda,B: yeah. And th- %eh so then you so you throw the plastic bag away when you’re done.,183,yeah. And so then you so you throw the plastic bag away when you’re done.,183.2,B,done,true,when you’re done
4248,Magda,A: After your baby drinks the milk yeah.,184,After your baby drinks the milk yeah.,184.1,A,drinks,true,After your baby drinks the milk yeah.
4248,Magda,B: yeah okay,185,yeah okay, , , , , 
4248,Magda,B: {lipsmack} okay. I’m just trying to you know,186,okay. I’m just trying to you know,186.1,B,trying,true,I’m just trying to you know
4248,Magda,B: we have a f- %um %uh %uh,187,we have a,187.1,B,have,true,we have a
4248,Magda,A: And that way you can freeze them so you know we’d end up,188,And that way you can freeze them so you know we’d end up,188.1,A,end,unknown,so you know we’d end up
4248,Magda,A: And that way you can freeze them so you know we’d end up,188,And that way you can freeze them so you know we’d end up,188.2,A,freeze,unknown,And that way you can freeze them so you know we’d end up
4248,Magda,A: And that way you can freeze them so you know we’d end up,188,And that way you can freeze them so you know we’d end up,188.3,A,know,unknown,you know
4248,Magda,B: yeah.,189,yeah.,189.1,B,yeah,true,yeah.
4248,Magda,"A: there was sort of like a, a go or no go for breast pumping like once you just kind of got everything going it was like it ended up I was pumping too much you know it was like",190,"there was sort of like a, a go or no go for breast pumping like once you just kind of got everything going it was like it ended up I was pumping too much you know it was like",190.1,A,go,true,"a, a go"
4248,Magda,"A: there was sort of like a, a go or no go for breast pumping like once you just kind of got everything going it was like it ended up I was pumping too much you know it was like",190,"there was sort of like a, a go or no go for breast pumping like once you just kind of got everything going it was like it ended up I was pumping too much you know it was like",190.2,A,go,true,no go for breast pumping
4248,Magda,B: %mm okay.,191,okay.,191.1,B,.,true,.
4248,Magda,A: we ended up with a freezer full like we found a year later a freezer full of breast milk. [[said laughing]],192,we ended up with a freezer full like we found a year later a freezer full of breast milk.,192.1,A,ended,true,we ended up with a freezer full like we found a year later a freezer full of breast milk.
4248,Magda,A: we ended up with a freezer full like we found a year later a freezer full of breast milk. [[said laughing]],192,we ended up with a freezer full like we found a year later a freezer full of breast milk.,192.2,A,found,true,like we found a year later a freezer full of breast milk
4248,Magda,B: {laugh} God.,193,God.,193.1,B,God,true,God.
4248,Magda,A: oh let’s just throw this all away.,194,oh let’s just throw this all away.,194.1,A,throw,unknown,’s just throw this all away
4248,Magda,B: {laugh},195,, , , , , 
4248,Magda,A: It’s like all that hard work but it was either you know it was either explode or {breath} you know pretty much,196,It’s like all that hard work but it was either you know it was either explode or you know pretty much,196.1,A,work,true,all that hard work
4248,Magda,A: It’s like all that hard work but it was either you know it was either explode or {breath} you know pretty much,196,It’s like all that hard work but it was either you know it was either explode or you know pretty much,196.2,A,explode,true,either explode
4248,Magda,"B: But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197,"But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197.1,B,thought,true,"But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have."
4248,Magda,"B: But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197,"But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197.2,B,got,unknown,"like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have"
4248,Magda,"B: But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197,"But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197.3,B,fed,unknown,even if you only breast fed one
4248,Magda,"B: But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197,"But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197.4,B,know,true,"even if you only breast fed one, you know"
4248,Magda,"B: But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197,"But I thought like you totally got down to the level so even if you only breast fed one, you know once a day that that’s how much milk you would have.",197.5,B,have,unknown,how much milk you would have
4248,Magda,A: I don’t know. All I can tell you is to get a big bag (( )) [[says laughing]].,198,I don’t know. All I can tell you is to get a big bag,198.1,A,know,false,I don’t know.
4248,Magda,A: I don’t know. All I can tell you is to get a big bag (( )) [[says laughing]].,198,I don’t know. All I can tell you is to get a big bag,198.2,A,tell,true,I can tell you
4248,Magda,A: I don’t know. All I can tell you is to get a big bag (( )) [[says laughing]].,198,I don’t know. All I can tell you is to get a big bag,198.3,A,get,unknown,to get a big bag
4248,Magda,B: {laugh} okay [[says laughing]],199,okay, , , , , 
4248,Magda,A: {inhale} It’s like once I started at at work I you know,200,It’s like once I started at at work I you know,200.1,A,started,true,once I started at at work
4248,Magda,"A: once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201,"once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201.1,A,getting,true,once he was getting bigger
4248,Magda,"A: once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201,"once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201.2,A,making,true,like I was making two bags
4248,Magda,"A: once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201,"once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201.3,A,sat,true,if you sat down you
4248,Magda,"A: once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201,"once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201.4,A,did,true,if you sat down you either did two bags
4248,Magda,"A: once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201,"once you, once he was getting bigger or something there was like I was making two bags and it was like if you sat down you either did two bags or you’d explode that was it.",201.5,A,explode,true,you’d explode
4248,Magda,A: And she just couldn’t quite drink that much so {lipsmack},202,And she just couldn’t quite drink that much so,202.1,A,drink,false,And she just couldn’t quite drink that much so
4248,Magda,B: %mm okay.,203,okay.,203.1,B,.,true,.
4248,Magda,A: You know that was why I was working in the morning the morning’s when you do the most. {breath} Everybody’s different so it probably,204,You know that was why I was working in the morning the morning’s when you do the most. Everybody’s different so it probably,204.1,A,working,true,why I was working in the morning
4248,Magda,A: You know that was why I was working in the morning the morning’s when you do the most. {breath} Everybody’s different so it probably,204,You know that was why I was working in the morning the morning’s when you do the most. Everybody’s different so it probably,204.2,A,do,true,when you do the most
4248,Magda,B: yeah yeah that’s true. {inhale} Well I only have fourteen weeks left so.,205,yeah yeah that’s true. Well I only have fourteen weeks left so.,205.1,B,true,true,that’s true.
4248,Magda,B: yeah yeah that’s true. {inhale} Well I only have fourteen weeks left so.,205,yeah yeah that’s true. Well I only have fourteen weeks left so.,205.2,B,have,true,Well I only have fourteen weeks left so.
4248,Magda,A: Wow you’re getting there. [[drawn out]],206,Wow you’re getting there.,206.1,A,getting,true,Wow you’re getting there.
4248,Magda,B: I know {breath} I know.,207,I know I know.,207.1,B,know,unknown,I know
4248,Magda,B: I know {breath} I know.,207,I know I know.,207.2,B,know,unknown,I know I know.
4248,Magda,A: Stopping with the miscarriage anxiety starting with the delivery anxiety.  [[said laughing]],208,Stopping with the miscarriage anxiety starting with the delivery anxiety.,208.1,A,Stopping,true,Stopping with the miscarriage anxiety starting with the delivery anxiety.
4248,Magda,A: Stopping with the miscarriage anxiety starting with the delivery anxiety.  [[said laughing]],208,Stopping with the miscarriage anxiety starting with the delivery anxiety.,208.2,A,starting,true,starting with the delivery anxiety
4248,Magda,A: Stopping with the miscarriage anxiety starting with the delivery anxiety.  [[said laughing]],208,Stopping with the miscarriage anxiety starting with the delivery anxiety.,208.3,A,anxiety,true,the miscarriage anxiety starting with the delivery anxiety
4248,Magda,A: Stopping with the miscarriage anxiety starting with the delivery anxiety.  [[said laughing]],208,Stopping with the miscarriage anxiety starting with the delivery anxiety.,208.4,A,anxiety,true,the delivery anxiety
4248,Magda,B: {laugh} I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209,I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209.1,B,know,true,I know
4248,Magda,B: {laugh} I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209,I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209.2,B,know,true,you know
4248,Magda,B: {laugh} I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209,I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209.3,B,anxiety,true,the miscarriage anxiety
4248,Magda,B: {laugh} I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209,I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209.4,B,had,true,I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.
4248,Magda,B: {laugh} I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209,I know oh no. I had the miscarriage anxiety up until the you know because you have all those well wishers you know telling you about all those things you know.,209.5,B,telling,true,telling you about all those things you know
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210.1,A,wants,true,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies.
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210.2,A,start,unknown,to start telling you these things like people would like corner me to tell me about their hysterectomies
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210.3,A,tell,unknown,telling you these things like people would like corner me to tell me about their hysterectomies
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210.4,A,tell,unknown,to tell me about their hysterectomies
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210.5,A,tell,unknown,to tell you about it
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210.6,A,like,unknown,these things like people
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210.7,A,connection,true,somehow some O B gyn connection
4248,Magda,A: ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210,ooh everybody wants to start telling you these things like people would like corner me to tell me about their hysterectomies. It’s like somehow some O B gyn connection that they see you and they think of O B gyn and they’ve got to tell you about it.,210.8,A,see,true,that they see you
